names,scores,logfoldchanges,pvals,pvals_adj,pvals_adj_BH
SYT1,4.507752,2.0129745,6.551815856892346e-06,0.14959105964456607,0.14959105964456607
NEBL,4.1823387,2.1442974,2.8852593989866524e-05,0.32938121298831624,0.32938121298831624
YWHAH,2.4612339,2.0032303,0.013846009359259722,1.0,1.0
SERPINI1,2.3841088,2.9875906,0.01712053734687297,1.0,1.0
ATP13A3,2.24136,2.5102465,0.02500276544677674,1.0,1.0
RPL30,2.19062,2.278023,0.028479311058440697,1.0,1.0
ATP5MG,1.8286737,3.2233047,0.06744849980842384,1.0,1.0
HIF3A,1.7833459,3.5192401,0.07453001453753018,1.0,1.0
MT3,1.7522253,4.114612,0.07973507614277262,1.0,1.0
NEFL,1.7495191,2.668623,0.08020132095636119,1.0,1.0
NDUFB7,1.5830916,4.6761246,0.11340059308448613,1.0,1.0
SMARCA4,1.5506179,2.479065,0.12099327894469662,1.0,1.0
MED28,1.5005543,3.32906,0.1334708727655561,1.0,1.0
PTTG1IP,1.4775522,2.1325538,0.13952769297247783,1.0,1.0
COX7A2,1.4599622,2.0880702,0.14430045400029343,1.0,1.0
PCSK1N,1.3841903,2.0021853,0.16630018417331405,1.0,1.0
ATP5MJ,1.3375094,2.4003148,0.1810564087175056,1.0,1.0
CCDC57,1.3138307,2.1242895,0.1889031831378679,1.0,1.0
ABHD15-AS1,1.2996235,2.0155184,0.193730051557237,1.0,1.0
COPE,1.2840632,2.358536,0.19911985399392518,1.0,1.0
SNRPN,1.2637671,2.033665,0.20631362505213502,1.0,1.0
COL21A1,1.2292639,2.330494,0.21897289845884527,1.0,1.0
UQCR10,1.2272342,3.4972432,0.21973456370364564,1.0,1.0
FSIP2-AS1,1.2238516,2.2475288,0.22100822771660045,1.0,1.0
OSTC,1.2204689,3.3220277,0.22228717548455934,1.0,1.0
DHX57,1.2177627,2.3565044,0.22331414286048645,1.0,1.0
RIOK3,1.1893483,2.5806136,0.23430264108341292,1.0,1.0
SRP9,1.1690522,2.4589484,0.24238258393457268,1.0,1.0
MT1X,1.1501093,27.39703,0.25009887061392366,1.0,1.0
TSPAN14,1.1277837,2.5000482,0.259411314741963,1.0,1.0
ATP6V1F,1.1189886,4.0334225,0.2631449760698029,1.0,1.0
RGS4,1.1128999,2.1930153,0.2657514452835775,1.0,1.0
BEX1,1.0824558,2.6062882,0.2790500544733022,1.0,1.0
BCAT2,1.0702782,2.4911194,0.2844941256716025,1.0,1.0
RPL27,1.067572,2.3295245,0.2857136139620947,1.0,1.0
FAM200B,1.0391575,2.097057,0.2987314701934104,1.0,1.0
CNP,0.9978889,2.0239966,0.31833322458232216,1.0,1.0
CRAMP1,0.98909396,2.1505005,0.3226171683984963,1.0,1.0
ABI3BP,0.9877409,2.2377903,0.32327955892025406,1.0,1.0
KAZN-AS1,0.9775929,27.02454,0.3282757223094185,1.0,1.0
PSMA4,0.9444427,3.6630726,0.3449434864949623,1.0,1.0
LINC00265,0.9417365,3.3071089,0.3463275485316166,1.0,1.0
LAMTOR4,0.94038343,3.3471615,0.3470209040236123,1.0,1.0
DRAP1,0.9390304,3.3049953,0.34771514230555667,1.0,1.0
RAB4A,0.93632424,2.235266,0.3491062666412833,1.0,1.0
BEX2,0.93632424,2.9728093,0.3491062666412833,1.0,1.0
PRTG,0.93226504,2.9357347,0.351199570242015,1.0,1.0
RPL36AL,0.9200874,26.88829,0.3575270817106373,1.0,1.0
SORBS2,0.9200874,26.988443,0.3575270817106373,1.0,1.0
STMN4,0.8923495,2.108025,0.3722056390649541,1.0,1.0
ATP5MC2,0.8896434,2.0354002,0.37365742480212916,1.0,1.0
SPCS1,0.8896434,2.1664085,0.37365742480212916,1.0,1.0
STAMBP,0.8896434,2.105417,0.37365742480212916,1.0,1.0
FABP5,0.8882903,2.0453064,0.37438463007783873,1.0,1.0
SNX16,0.8862607,3.8544214,0.37547707771619065,1.0,1.0
FAM169A,0.88220143,3.1638982,0.3776678724698582,1.0,1.0
DAPK1,0.8808484,3.1221242,0.3783998843131967,1.0,1.0
PDIA5,0.87137693,2.4074717,0.3835483931367002,1.0,1.0
ELOB,0.87137693,2.0215414,0.3835483931367002,1.0,1.0
NOP56,0.86867076,2.6213768,0.3850272374301883,1.0,1.0
RCBTB1,0.86596465,2.317317,0.3865095621954733,1.0,1.0
CA11,0.86258197,27.12926,0.3883673584627567,1.0,1.0
ATG3,0.8443155,2.155843,0.39849312250610647,1.0,1.0
NACC2,0.84296244,2.357827,0.39924945147595303,1.0,1.0
CSRNP3,0.83890325,2.079581,0.4015236156766081,1.0,1.0
TPM3,0.83755016,2.1617482,0.4022833948191775,1.0,1.0
MRFAP1,0.8321379,2.0180185,0.40533112237965796,1.0,1.0
PARP1,0.8267256,3.3005493,0.408392607103253,1.0,1.0
PDCD5,0.8240195,3.221813,0.40992849969257894,1.0,1.0
PPARGC1A,0.8213133,2.8827593,0.41146782100592627,1.0,1.0
NDUFS7,0.80778265,2.1655514,0.41921572886511327,1.0,1.0
MACROH2A2,0.8050765,26.517157,0.42077554396422523,1.0,1.0
ZNF121,0.78275084,2.2960563,0.43377344363711845,1.0,1.0
NUP50,0.78275084,2.0587907,0.43377344363711845,1.0,1.0
S100A4,0.7698967,3.3929675,0.44136118757438114,1.0,1.0
RANBP10,0.7685436,3.4808745,0.4421642961887857,1.0,1.0
KCNC2,0.7671905,3.3879309,0.44296824038453686,1.0,1.0
NRP1,0.7658375,2.8748403,0.4437730195576125,1.0,1.0
TTN,0.7631313,2.7471762,0.44538508040121894,1.0,1.0
METTL22,0.76177824,2.933877,0.44619236084527225,1.0,1.0
GABRB2,0.75771904,2.4556653,0.44861919483013124,1.0,1.0
MT1M,0.74757105,26.72542,0.4547189486617861,1.0,1.0
FBRS,0.74757105,26.431768,0.4547189486617861,1.0,1.0
LAYN,0.74757105,26.365812,0.4547189486617861,1.0,1.0
ACTR1A,0.7279515,2.2483947,0.4666432688172367,1.0,1.0
FASTKD1,0.72659844,2.3206003,0.4674719830026616,1.0,1.0
MESD,0.72659844,2.126681,0.4674719830026616,1.0,1.0
MRPL38,0.7103616,3.260565,0.4774799261419549,1.0,1.0
SLC48A1,0.7076555,3.0675619,0.4791592395184019,1.0,1.0
CELF2-AS2,0.7049493,2.7005982,0.4808417718833562,1.0,1.0
SLC22A15,0.7049493,2.6793375,0.4808417718833562,1.0,1.0
ABCC9,0.7008901,2.426543,0.4833715925108484,1.0,1.0
POLR3C,0.69547784,2.2055197,0.4867558950157631,1.0,1.0
TMEM132A,0.69006556,26.293388,0.4901529604158249,1.0,1.0
PDE4A,0.69006556,26.347385,0.4901529604158249,1.0,1.0
TMEM19,0.69006556,26.128994,0.4901529604158249,1.0,1.0
FAM157C,0.69006556,26.283243,0.4901529604158249,1.0,1.0
ELAVL4,0.69006556,26.44581,0.4901529604158249,1.0,1.0
SEZ6L2,0.69006556,26.516449,0.4901529604158249,1.0,1.0
ACOT8,0.69006556,26.332867,0.4901529604158249,1.0,1.0
ZNF112,0.69006556,26.377832,0.4901529604158249,1.0,1.0
CDH12,0.6785645,2.7738671,0.4974138637167702,1.0,1.0
GPR161,0.6772114,2.2103796,0.49827183767039884,1.0,1.0
BMS1P14,0.66909295,2.0995426,0.5034361686352216,1.0,1.0
RPS26,0.66638684,2.037467,0.5051638724406062,1.0,1.0
DGCR8,0.6535327,2.88748,0.5134129303396706,1.0,1.0
CHGA,0.6535327,3.6196983,0.5134129303396706,1.0,1.0
TMEM14A,0.6535327,3.3344986,0.5134129303396706,1.0,1.0
ADH1B,0.6535327,3.5191865,0.5134129303396706,1.0,1.0
NRN1,0.6521796,2.852613,0.5142853139021638,1.0,1.0
FUT11,0.6521796,3.2664912,0.5142853139021638,1.0,1.0
GCSH,0.6521796,3.4657903,0.5142853139021638,1.0,1.0
LINC00467,0.6508265,2.990142,0.5151584676343655,1.0,1.0
LINC00106,0.6508265,2.8463016,0.5151584676343655,1.0,1.0
UNC80,0.6494735,2.6228147,0.5160323906162303,1.0,1.0
C19orf12,0.64541423,2.3703306,0.518658765804932,1.0,1.0
ZSCAN26,0.6440612,2.3416858,0.5195357565124528,1.0,1.0
CITED2,0.6427081,2.3139503,0.5204135118150197,1.0,1.0
MOAP1,0.6325601,26.319788,0.527020952396827,1.0,1.0
ID2,0.6325601,26.247911,0.527020952396827,1.0,1.0
BEST1,0.6325601,26.173277,0.527020952396827,1.0,1.0
PPIH,0.6325601,26.19551,0.527020952396827,1.0,1.0
TWF2,0.6325601,26.121687,0.527020952396827,1.0,1.0
FMN2,0.6325601,26.254154,0.527020952396827,1.0,1.0
PALM,0.6325601,26.06325,0.527020952396827,1.0,1.0
PYROXD2,0.6325601,26.17711,0.527020952396827,1.0,1.0
BTN3A3,0.6325601,26.297886,0.527020952396827,1.0,1.0
SLC22A5,0.6325601,26.309036,0.527020952396827,1.0,1.0
ARPC5L,0.5953507,3.118571,0.5516090866851004,1.0,1.0
PRKCZ,0.5939976,2.6076853,0.5525137122243472,1.0,1.0
LRRTM3,0.5926445,2.6905527,0.553419065121542,1.0,1.0
UFD1,0.5926445,2.4415216,0.553419065121542,1.0,1.0
PNO1,0.5912915,2.5780118,0.5543251443026631,1.0,1.0
KCND2,0.5912915,2.6466036,0.5543251443026631,1.0,1.0
TFRC,0.5912915,2.7849374,0.5543251443026631,1.0,1.0
MALRD1,0.5899384,2.4329386,0.5552319486901668,1.0,1.0
ZNF286A,0.5899384,2.7055142,0.5552319486901668,1.0,1.0
MX2,0.5899384,2.4842155,0.5552319486901668,1.0,1.0
LRRN3,0.5885853,2.3624659,0.5561394772029902,1.0,1.0
CEACAM16-AS1,0.5885853,2.4458783,0.5561394772029902,1.0,1.0
TCEA2,0.5879088,2.2581403,0.5565935126676034,1.0,1.0
POLDIP3,0.58723223,2.4079525,0.557047728756555,1.0,1.0
FNTB,0.5858792,2.1605663,0.5579567022627698,1.0,1.0
DDA1,0.5858792,2.3592093,0.5579567022627698,1.0,1.0
MACIR,0.57505465,26.357422,0.5652543488803401,1.0,1.0
UMPS,0.57505465,26.052814,0.5652543488803401,1.0,1.0
C2orf88,0.57505465,26.073023,0.5652543488803401,1.0,1.0
VAMP3,0.57505465,26.077362,0.5652543488803401,1.0,1.0
IGF2BP2,0.57505465,26.499159,0.5652543488803401,1.0,1.0
VAMP7,0.57505465,25.987818,0.5652543488803401,1.0,1.0
ZNF236-DT,0.57505465,25.872297,0.5652543488803401,1.0,1.0
FNDC5,0.57505465,26.204151,0.5652543488803401,1.0,1.0
TMEM150A,0.57505465,26.150785,0.5652543488803401,1.0,1.0
TP53I3,0.57505465,26.260445,0.5652543488803401,1.0,1.0
NTMT1,0.57505465,25.87445,0.5652543488803401,1.0,1.0
MRPL46,0.57505465,26.271284,0.5652543488803401,1.0,1.0
GPT2,0.57505465,25.784828,0.5652543488803401,1.0,1.0
GALNT13,0.57505465,26.182182,0.5652543488803401,1.0,1.0
LINC02284,0.57505465,26.099215,0.5652543488803401,1.0,1.0
SPAG17,0.57505465,26.374056,0.5652543488803401,1.0,1.0
TUSC1,0.57505465,25.98115,0.5652543488803401,1.0,1.0
PRDX4,0.57505465,26.04151,0.5652543488803401,1.0,1.0
SMIM26,0.57505465,26.242851,0.5652543488803401,1.0,1.0
RPIA,0.5594943,2.2944224,0.5758243991183365,1.0,1.0
COX8A,0.5594943,2.013514,0.5758243991183365,1.0,1.0
TUBB3,0.5371687,3.1444004,0.591151103100106,1.0,1.0
BPHL,0.5371687,3.0211513,0.591151103100106,1.0,1.0
DNAL1,0.5371687,3.1178417,0.591151103100106,1.0,1.0
NHP2,0.5371687,3.2502766,0.591151103100106,1.0,1.0
PDHA1,0.5358156,2.6089277,0.5920859921338331,1.0,1.0
PCAT1,0.5344625,2.7994695,0.5930215592039121,1.0,1.0
BEAN1,0.5344625,2.7019632,0.5930215592039121,1.0,1.0
CCDC180,0.5344625,2.6746562,0.5930215592039121,1.0,1.0
ZNF567,0.5344625,2.4753783,0.5930215592039121,1.0,1.0
TLCD4,0.5344625,2.6033332,0.5930215592039121,1.0,1.0
CIAPIN1,0.5331095,2.4945796,0.5939578030880204,1.0,1.0
QTRT2,0.5317564,2.2863717,0.5948947225604718,1.0,1.0
ZNF557,0.5317564,2.4212139,0.5948947225604718,1.0,1.0
MIR762HG,0.5317564,2.400954,0.5948947225604718,1.0,1.0
TMCO4,0.5317564,2.382905,0.5948947225604718,1.0,1.0
NKRF,0.5304033,2.2354887,0.5958323163922213,1.0,1.0
AKNA,0.5304033,2.4000723,0.5958323163922213,1.0,1.0
ALG13-AS1,0.5304033,2.2167082,0.5958323163922213,1.0,1.0
LRRC38,0.5304033,2.2694557,0.5958323163922213,1.0,1.0
SMUG1,0.5290503,2.202583,0.596770583350869,1.0,1.0
RDH10-AS1,0.5263441,2.116883,0.5986491317025118,1.0,1.0
XAB2,0.51754916,26.05416,0.6047728544859003,1.0,1.0
ID1,0.51754916,26.229824,0.6047728544859003,1.0,1.0
TBC1D24,0.51754916,25.616697,0.6047728544859003,1.0,1.0
KAT5,0.51754916,26.06773,0.6047728544859003,1.0,1.0
SPRTN,0.51754916,25.912426,0.6047728544859003,1.0,1.0
GFAP,0.51754916,26.212484,0.6047728544859003,1.0,1.0
ZNF425,0.51754916,26.100222,0.6047728544859003,1.0,1.0
PLA2G4B,0.51754916,25.92535,0.6047728544859003,1.0,1.0
TP53I11,0.51754916,25.895866,0.6047728544859003,1.0,1.0
FAM136A,0.51754916,25.85088,0.6047728544859003,1.0,1.0
STPG2,0.51754916,25.91566,0.6047728544859003,1.0,1.0
MED16,0.51754916,25.783104,0.6047728544859003,1.0,1.0
FARSA,0.51754916,25.494236,0.6047728544859003,1.0,1.0
RRP8,0.51754916,25.602234,0.6047728544859003,1.0,1.0
ARMH1,0.51754916,25.887768,0.6047728544859003,1.0,1.0
POP5,0.51754916,25.697437,0.6047728544859003,1.0,1.0
UTP4,0.51754916,25.99402,0.6047728544859003,1.0,1.0
TRIM11,0.51754916,25.971996,0.6047728544859003,1.0,1.0
SDF2L1,0.51754916,25.782942,0.6047728544859003,1.0,1.0
LIPC,0.51754916,26.118704,0.6047728544859003,1.0,1.0
ATXN7L3,0.51754916,25.78205,0.6047728544859003,1.0,1.0
KCTD2,0.51754916,25.934948,0.6047728544859003,1.0,1.0
TMEM147,0.51754916,26.044436,0.6047728544859003,1.0,1.0
CHODL,0.51754916,26.42658,0.6047728544859003,1.0,1.0
DDX23,0.51754916,25.773283,0.6047728544859003,1.0,1.0
SV2A,0.51754916,26.036345,0.6047728544859003,1.0,1.0
NME9,0.51754916,25.9862,0.6047728544859003,1.0,1.0
SAMHD1,0.5006358,2.0848057,0.6166274638048201,1.0,1.0
ANGPTL1,0.49792966,2.0154366,0.6185336221107159,1.0,1.0
ETHE1,0.47898668,3.124447,0.6319481029292915,1.0,1.0
TJP2,0.47898668,2.5746548,0.6319481029292915,1.0,1.0
TOP3A,0.47898668,2.8849633,0.6319481029292915,1.0,1.0
LMAN2L,0.47898668,2.9259348,0.6319481029292915,1.0,1.0
SAMD12,0.47628054,2.1197886,0.6338745252047631,1.0,1.0
GYG2,0.47628054,2.5400252,0.6338745252047631,1.0,1.0
KIAA1143,0.47628054,2.3820739,0.6338745252047631,1.0,1.0
TMEM170A,0.47628054,2.4528155,0.6338745252047631,1.0,1.0
SNCAIP,0.47628054,2.343905,0.6338745252047631,1.0,1.0
BEX5,0.47492748,2.1401367,0.6348386687235787,1.0,1.0
GUCY1B1,0.4735744,2.0869346,0.635803432009665,1.0,1.0
ORAI2,0.4735744,2.0962474,0.635803432009665,1.0,1.0
SRGN,0.4735744,2.3375082,0.635803432009665,1.0,1.0
STK19,0.4735744,2.1321197,0.635803432009665,1.0,1.0
TCEAL1,0.4735744,2.066733,0.635803432009665,1.0,1.0
E2F4,0.47222134,2.122683,0.6367688136939991,1.0,1.0
CYBA,0.47222134,2.1813452,0.6367688136939991,1.0,1.0
RASSF9,0.47222134,2.0863268,0.6367688136939991,1.0,1.0
MXD1,0.47086826,2.0343492,0.6377348124044144,1.0,1.0
IVD,0.47086826,2.1306658,0.6377348124044144,1.0,1.0
BAG5,0.4695152,2.013574,0.6387014267656084,1.0,1.0
GNG2,0.4600437,26.003063,0.6454848493341196,1.0,1.0
LINC01811,0.4600437,25.636631,0.6454848493341196,1.0,1.0
NFASC,0.4600437,25.989136,0.6454848493341196,1.0,1.0
CPT1C,0.4600437,25.837439,0.6454848493341196,1.0,1.0
CFAP20DC,0.4600437,25.87798,0.6454848493341196,1.0,1.0
RPA2,0.4600437,25.74286,0.6454848493341196,1.0,1.0
MAL,0.4600437,25.96943,0.6454848493341196,1.0,1.0
LINC02250,0.4600437,25.773308,0.6454848493341196,1.0,1.0
ZNF711,0.4600437,26.033705,0.6454848493341196,1.0,1.0
CDK5,0.4600437,25.843676,0.6454848493341196,1.0,1.0
DYRK3,0.4600437,25.4909,0.6454848493341196,1.0,1.0
CCDC150,0.4600437,25.605762,0.6454848493341196,1.0,1.0
MROH8,0.4600437,25.886087,0.6454848493341196,1.0,1.0
TRIM28,0.4600437,25.916039,0.6454848493341196,1.0,1.0
MCOLN1,0.4600437,25.5682,0.6454848493341196,1.0,1.0
NBPF19,0.4600437,25.993765,0.6454848493341196,1.0,1.0
GRK6,0.4600437,25.81272,0.6454848493341196,1.0,1.0
FAM107A,0.4600437,25.809078,0.6454848493341196,1.0,1.0
BAD,0.4600437,25.689955,0.6454848493341196,1.0,1.0
SGK2,0.4600437,25.671581,0.6454848493341196,1.0,1.0
IDI2-AS1,0.4600437,25.64325,0.6454848493341196,1.0,1.0
TRMT2B,0.4600437,25.970201,0.6454848493341196,1.0,1.0
PLIN3,0.4600437,25.90835,0.6454848493341196,1.0,1.0
ADAMTS7,0.4600437,25.697628,0.6454848493341196,1.0,1.0
NABP2,0.4600437,25.885298,0.6454848493341196,1.0,1.0
ZNF85,0.4600437,25.888271,0.6454848493341196,1.0,1.0
SLC52A2,0.4600437,25.643814,0.6454848493341196,1.0,1.0
IL1RAP,0.4600437,25.744268,0.6454848493341196,1.0,1.0
ZDHHC24,0.42080468,2.9153492,0.673897710862164,1.0,1.0
FIBP,0.42080468,2.9694972,0.673897710862164,1.0,1.0
GRIN2B,0.42080468,2.8276687,0.673897710862164,1.0,1.0
CHMP1A,0.42080468,2.8934402,0.673897710862164,1.0,1.0
MTRF1L,0.42080468,2.7670171,0.673897710862164,1.0,1.0
SIAE,0.42080468,2.7711403,0.673897710862164,1.0,1.0
PKN2-AS1,0.41945162,2.461796,0.6748861093196278,1.0,1.0
THSD7A,0.41945162,2.2913194,0.6748861093196278,1.0,1.0
CRTC2,0.41945162,2.8792403,0.6748861093196278,1.0,1.0
ASB16-AS1,0.41945162,2.1921728,0.6748861093196278,1.0,1.0
NTNG2,0.41945162,2.7317169,0.6748861093196278,1.0,1.0
NSG1,0.41945162,2.3390589,0.6748861093196278,1.0,1.0
PTDSS1,0.41945162,2.7563097,0.6748861093196278,1.0,1.0
HOPX,0.41945162,2.5346057,0.6748861093196278,1.0,1.0
GTPBP8,0.41945162,2.3507917,0.6748861093196278,1.0,1.0
PGD,0.41809854,2.1600156,0.6758750688990791,1.0,1.0
TEC,0.41809854,2.5803144,0.6758750688990791,1.0,1.0
LINC01117,0.41809854,2.208354,0.6758750688990791,1.0,1.0
SLIT2,0.41809854,2.2222428,0.6758750688990791,1.0,1.0
HIRA,0.41809854,2.104289,0.6758750688990791,1.0,1.0
DARS2,0.41809854,2.5789373,0.6758750688990791,1.0,1.0
APEX1,0.41809854,2.3439696,0.6758750688990791,1.0,1.0
NME1,0.41809854,2.4316838,0.6758750688990791,1.0,1.0
PXYLP1,0.41809854,2.217978,0.6758750688990791,1.0,1.0
PXDNL,0.41674548,2.1018772,0.6768645881074604,1.0,1.0
SPOCK2,0.41674548,2.0026453,0.6768645881074604,1.0,1.0
TRAPPC4,0.41674548,2.0710406,0.6768645881074604,1.0,1.0
KCTD18,0.41674548,2.086212,0.6768645881074604,1.0,1.0
LINC00654,0.41674548,2.2210865,0.6768645881074604,1.0,1.0
LINC01397,0.41674548,2.1826332,0.6768645881074604,1.0,1.0
ACAA2,0.41674548,2.2221496,0.6768645881074604,1.0,1.0
MORC2,0.4153924,2.0343406,0.6778546654488202,1.0,1.0
TRIM65,0.4153924,2.0887258,0.6778546654488202,1.0,1.0
MYOZ2,0.41403934,2.0809896,0.6788452994243183,1.0,1.0
TP53RK,0.40253824,25.452898,0.687287949348002,1.0,1.0
MTUS2,0.40253824,25.785828,0.687287949348002,1.0,1.0
PKIA,0.40253824,25.435064,0.687287949348002,1.0,1.0
TSR2,0.40253824,25.602917,0.687287949348002,1.0,1.0
CFTR,0.40253824,25.59707,0.687287949348002,1.0,1.0
WDR3,0.40253824,25.3511,0.687287949348002,1.0,1.0
OVCH1-AS1,0.40253824,25.752323,0.687287949348002,1.0,1.0
DIPK1B,0.40253824,25.744125,0.687287949348002,1.0,1.0
SNX30,0.40253824,25.55196,0.687287949348002,1.0,1.0
RENO1,0.40253824,25.538496,0.687287949348002,1.0,1.0
NDUFA6,0.40253824,25.552782,0.687287949348002,1.0,1.0
ACY1,0.40253824,25.56739,0.687287949348002,1.0,1.0
NOLC1,0.40253824,25.266024,0.687287949348002,1.0,1.0
RASGRP2,0.40253824,25.524265,0.687287949348002,1.0,1.0
ZNF19,0.40253824,25.622137,0.687287949348002,1.0,1.0
MASP1,0.40253824,25.88461,0.687287949348002,1.0,1.0
FMO3,0.40253824,25.697199,0.687287949348002,1.0,1.0
RPAP1,0.40253824,25.513323,0.687287949348002,1.0,1.0
GABRA4,0.40253824,25.781675,0.687287949348002,1.0,1.0
HHIP,0.40253824,25.53901,0.687287949348002,1.0,1.0
TBC1D17,0.40253824,25.628403,0.687287949348002,1.0,1.0
EID2,0.40253824,25.51804,0.687287949348002,1.0,1.0
GDE1,0.40253824,25.629484,0.687287949348002,1.0,1.0
DDIT4,0.40253824,25.548649,0.687287949348002,1.0,1.0
PPIF,0.40253824,25.509268,0.687287949348002,1.0,1.0
SLC7A11-AS1,0.40253824,25.795538,0.687287949348002,1.0,1.0
CPNE5,0.40253824,25.520086,0.687287949348002,1.0,1.0
AIP,0.40253824,25.678877,0.687287949348002,1.0,1.0
SLC16A12-AS1,0.40253824,25.560736,0.687287949348002,1.0,1.0
TNNC2,0.40253824,25.601967,0.687287949348002,1.0,1.0
TBX19,0.40253824,25.52663,0.687287949348002,1.0,1.0
PNCK,0.40253824,25.932755,0.687287949348002,1.0,1.0
ADAT2,0.40253824,25.32352,0.687287949348002,1.0,1.0
ILVBL,0.40253824,25.323252,0.687287949348002,1.0,1.0
LY86-AS1,0.40253824,25.648489,0.687287949348002,1.0,1.0
RNASET2,0.40253824,25.559435,0.687287949348002,1.0,1.0
PDLIM4,0.40253824,25.347212,0.687287949348002,1.0,1.0
HARS2,0.40253824,25.561666,0.687287949348002,1.0,1.0
PEX10,0.40253824,25.688107,0.687287949348002,1.0,1.0
NECAP2,0.40253824,25.431658,0.687287949348002,1.0,1.0
TMEM39B,0.40253824,25.649641,0.687287949348002,1.0,1.0
DOHH,0.40253824,25.719408,0.687287949348002,1.0,1.0
ODAD4,0.40253824,25.62129,0.687287949348002,1.0,1.0
NRIP3,0.40253824,25.824837,0.687287949348002,1.0,1.0
PPIC,0.40253824,25.15541,0.687287949348002,1.0,1.0
ANKDD1B,0.40253824,25.503048,0.687287949348002,1.0,1.0
MPV17L,0.40253824,25.667654,0.687287949348002,1.0,1.0
ELAC2,0.40253824,25.58484,0.687287949348002,1.0,1.0
LINC01474,0.40253824,25.626623,0.687287949348002,1.0,1.0
ODC1,0.40253824,25.792622,0.687287949348002,1.0,1.0
IL1RL2,0.40253824,25.389874,0.687287949348002,1.0,1.0
GATA6,0.40253824,25.692951,0.687287949348002,1.0,1.0
ING1,0.40253824,25.90937,0.687287949348002,1.0,1.0
ECI1,0.36262268,2.2168746,0.7168867611329671,1.0,1.0
TOMM6,0.36262268,2.6613207,0.7168867611329671,1.0,1.0
PRR16,0.36262268,2.9437306,0.7168867611329671,1.0,1.0
SLC6A15,0.36262268,2.4038985,0.7168867611329671,1.0,1.0
DENND6B,0.36262268,2.8511806,0.7168867611329671,1.0,1.0
TPST2,0.36262268,2.7767215,0.7168867611329671,1.0,1.0
TPRKB,0.36126962,2.422975,0.717897904719047,1.0,1.0
LRIF1,0.36126962,2.0388255,0.717897904719047,1.0,1.0
CCDC127,0.36126962,2.216139,0.717897904719047,1.0,1.0
GSS,0.36126962,2.3498185,0.717897904719047,1.0,1.0
MGAT4B,0.36126962,2.1139655,0.717897904719047,1.0,1.0
MRPL51,0.35991654,2.1230178,0.7189095426960975,1.0,1.0
KCND3,0.35991654,2.0736153,0.7189095426960975,1.0,1.0
SHC3,0.35991654,2.411335,0.7189095426960975,1.0,1.0
FBXL19,0.35991654,2.0841475,0.7189095426960975,1.0,1.0
TXN2,0.35991654,2.1670039,0.7189095426960975,1.0,1.0
MAK16,0.3572104,2.0231268,0.7209342953754037,1.0,1.0
COBL,0.34503278,25.343735,0.7300697275800422,1.0,1.0
C18orf21,0.34503278,25.256813,0.7300697275800422,1.0,1.0
DGCR5,0.34503278,25.584715,0.7300697275800422,1.0,1.0
ZNF813,0.34503278,25.352568,0.7300697275800422,1.0,1.0
ABCB8,0.34503278,25.274345,0.7300697275800422,1.0,1.0
FABP4,0.34503278,25.188581,0.7300697275800422,1.0,1.0
ERICH3,0.34503278,25.538729,0.7300697275800422,1.0,1.0
FAM13C,0.34503278,25.132463,0.7300697275800422,1.0,1.0
MZF1-AS1,0.34503278,25.454575,0.7300697275800422,1.0,1.0
TRIM36,0.34503278,25.3592,0.7300697275800422,1.0,1.0
TRIM73,0.34503278,25.00865,0.7300697275800422,1.0,1.0
CUZD1,0.34503278,25.265364,0.7300697275800422,1.0,1.0
TEPSIN,0.34503278,25.049955,0.7300697275800422,1.0,1.0
CMTM1,0.34503278,25.314486,0.7300697275800422,1.0,1.0
NCOA7-AS1,0.34503278,25.449965,0.7300697275800422,1.0,1.0
HRH2,0.34503278,25.616926,0.7300697275800422,1.0,1.0
MT1E,0.34503278,25.31521,0.7300697275800422,1.0,1.0
AGPAT2,0.34503278,25.06293,0.7300697275800422,1.0,1.0
CREB3,0.34503278,25.349197,0.7300697275800422,1.0,1.0
CFAP20,0.34503278,25.525406,0.7300697275800422,1.0,1.0
GRIK4,0.34503278,25.319162,0.7300697275800422,1.0,1.0
STRA6,0.34503278,25.2121,0.7300697275800422,1.0,1.0
MRPL10,0.34503278,25.415209,0.7300697275800422,1.0,1.0
LINC00624,0.34503278,25.409662,0.7300697275800422,1.0,1.0
CA3,0.34503278,25.437508,0.7300697275800422,1.0,1.0
RIPOR3-AS1,0.34503278,25.189405,0.7300697275800422,1.0,1.0
RBM42,0.34503278,25.426807,0.7300697275800422,1.0,1.0
CFAP20DC-AS1,0.34503278,25.455261,0.7300697275800422,1.0,1.0
CYS1,0.34503278,25.113766,0.7300697275800422,1.0,1.0
PWRN1,0.34503278,25.238253,0.7300697275800422,1.0,1.0
ASPHD2,0.34503278,25.2356,0.7300697275800422,1.0,1.0
ZSCAN21,0.34503278,25.487074,0.7300697275800422,1.0,1.0
HHATL,0.34503278,25.603497,0.7300697275800422,1.0,1.0
CELSR2,0.34503278,25.291925,0.7300697275800422,1.0,1.0
ZNF79,0.34503278,25.576355,0.7300697275800422,1.0,1.0
SCUBE3,0.34503278,25.677689,0.7300697275800422,1.0,1.0
GMPR,0.34503278,25.38401,0.7300697275800422,1.0,1.0
PDZD11,0.34503278,25.356865,0.7300697275800422,1.0,1.0
FSTL5,0.34503278,25.435492,0.7300697275800422,1.0,1.0
